ein,name,zip,zip5,nteefinal
030179593,MARLBORO COLLEGE,02035-1368,2035,B43
390806251,MARQUETTE UNIVERSITY,53201-1881,53201,B43
560554207,MARS HILL UNIVERSITY,28754-0370,28754,B42
951644593,MARSHALL B KETCHUM UNIVERSITY,92831-1615,92831,B50
550683361,MARSHALL UNIVERSITY RESEARCH CORPORATION,25755-0002,25755,B43
620483210,MARTIN METHODIST COLLEGE,38478-2716,38478,B42
310970262,MARTIN UNIVERSITY INC,46218-3818,46218,B43
540506319,MARY BALDWIN COLLEGE,24401-0000,24401,B43
381358399,MARYGROVE COLLEGE,48221-2546,48221,B43
521555346,MARYLAND BIBLE COLLEGE & SEMINARY INC,21206-6241,21206,B42
300512712,MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN-COLLEGE DEGREE PROGRAM,21228-1055,21228,B42
520591661,MARYLAND INSTITUTE,21217-4134,21217,B43
202197046,MARYLAND THEOLOGICAL COLLEGE AND SEMINARY,20902-2460,20902,B50
522039821,MARYLAND THEOLOGICAL SEMINARY,21201-1925,21201,B50
521010577,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH INC,20723-6010,20723,B50
930634049,MARYLHURST UNIVERSITY,97036-0261,97036,B43
131628206,MARYMOUNT MANHATTAN COLLEGE,10021-4532,10021,B42
540573801,MARYMOUNT UNIVERSITY,22207-4299,22207,B43
620475691,MARYVILLE COLLEGE,37804-5907,37804,B42
430653369,MARYVILLE UNIVERSITY OF ST LOUIS,63141-5849,63141,B43
240795453,MARYWOOD UNIVERSITY,18509-1598,18509,B43
954390560,MASHDOTS COLLEGE,91205-2366,91205,B42
042103594,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,02139-4307,2139,B43
043009002,MASSACHUSETTS SCHOOL OF LAW AT ANDOVER,01810-1017,1810,B50
042620216,MASSACHUSETTS SCHOOL OF PROFESSIONAL PSYCHOLOGY INC,02459-3226,2459,B50
956001907,MASTERS COLLEGE AND SEMINARY,91321-1235,91321,B43
731607908,MASTERS IN PSYCHOLOGY AND COUNSELING ACCREDITATION CHURCH IN,73116-1929,73116,B50
411999800,MASTERS INSTITUTE,55110-4252,55110,B50
990302560,MAUI BRONCO LEAGUE,96793-0834,96793,B40
520591694,MC DANIEL COLLEGE INC,21157-4303,21157,B43
370661219,MCKENDREE UNIVERSITY,62254-1291,62254,B42
640639266,MCKINLEY THEOLOGICAL SEMINARY INC,39289-0547,39289,B50
237213309,MCMASTER UNIVERSITY ONTARIO,00000-0000,0,B43
750855633,MCMURRY UNIVERSITY,79697-0001,79697,B42
480543736,MCPHERSON COLLEGE,67460-3847,67460,B42
042104700,MCPHS UNIVERSITY,02115-5804,2115,B50
160805158,MEDAILLE COLLEGE,14214-2601,14214,B43
204657556,MEDIA INSTITUTE FOR SOCIAL CHANGE,97214-5133,97214,B40
391739731,MEDICAL EDUCATION INSTITUTE INC,53719-2069,53719,B50
620488046,MEHARRY MEDICAL COLLEGE,37208-3501,37208,B50
760433377,MELANCHTHON INSTITUTE,77005-2621,77005,B50
620544854,MEMPHIS COLLEGE OF ART,38104-2756,38104,B43
621498815,MEMPHIS SHELBY COUNTY OF TENNESSEE STATE UNIVERSITY ALUMNI ASSC,38017-9305,38017,B43
943204136,MENLO COLLEGE,94027-4300,94027,B42
946128992,MENNONITE BRETHREN BIBLICAL SEMINARY,93727-5014,93727,B50
131967321,MERCY COLLEGE,10522-1186,10522,B43
341726619,MERCY COLLEGE OF OHIO,43604-7132,43604,B42
250965430,MERCYHURST UNIVERSITY,16546-0002,16546,B43
560530242,MEREDITH COLLEGE,27607-5237,27607,B43
042103731,MERRIMACK COLLEGE,01845-5806,1845,B42
986001339,MERTON COLLEGE,00000-0000,0,B42
431633187,MESSENGER COLLEGE INC,76039-1207,76039,B41
231352661,MESSIAH COLLEGE,17055-6805,17055,B42
611450335,MESSIANIC JEWISH THEOLOGICAL INSTITUTE,92122-4406,92122,B50
314421101,METHODIST THEOLOGICAL SCHOOL IN OHIO,43015-3211,43015,B50
954573427,METHODIST THEOLOGICAL SEMINARY IN AMERICA,90006-1904,90006,B43
560657294,METHODIST UNIVERSITY INC,28311-1420,28311,B43
263420698,METRO ATLANTA SEMINARY INC,30043-8143,30043,B50
452500753,METRO ATLANTA URBAN FARM IN COLLEGE PARK INC,30311-3125,30311,B42
030575465,METRO DETROIT BARBER COLLEGE,48221-2650,48221,B42
473574383,METRO INSTITUTE OF TECHNOLOGY,43215-0000,43215,B43
980150041,METROPOLITAN ANDREY SHEPTYTSKY INSTITUTE FOUNDATION,00000-0000,0,B43
136192377,METROPOLITAN COLLEGE OF NEW YORK,10013-1917,10013,B43
911838771,METROPOLITAN COMMUNITY COLLEGE FACILITIES CORPORATION,68103-0777,68103,B41
912132082,MIAMI INTERNATIONAL SEMINARY INC,33158-1722,33158,B50
382762367,MICHIGAN ASSOCIATION OF INTERMEDIATE SCHOOL ADMINISTRATORS,48917-8249,48917,B50
364619621,MICHIGAN COLLEGE ACCESS NETWORK,48933-1077,48933,B42
382395931,MICHIGAN JEWISH INSTITUTE,48322-3032,48322,B42
382333042,MICHIGAN SCHOOL OF PROFESSIONAL PSYCHOLOGY,48334-4512,48334,B50
381358000,MICHIGAN STATE UNIVERSITY COLLEGE OF LAW,48824-4406,48824,B50
382812695,MICHIGAN THEOLOGICAL SEMINARY,48170-4308,48170,B50
710430687,MID AMERICA BAPTIST THEOLOGICAL SEMINARY,38016-4911,38016,B50
741196134,MID AMERICA CHRISTIAN UNIVERSITY,73170-4500,73170,B42
480730814,MID AMERICA NAZARENE UNIVERSITY,66062-1851,66062,B43
561065978,MID ATLANTIC CHRISTIAN UNIVERSITY INC,27909-4054,27909,B42
610673582,MID CONTINENT COLLEGE,42066-9007,42066,B41
510205293,MID SOUTH CHRISTIAN COLLEGE,38181-1056,38181,B42
273649225,MIDCOAST SENIOR COLLEGE,04530-2828,4530,B42
581494136,MIDDLE TENNESSEE SCHOOL OF ANESTHESIA INC,37116-0417,37116,B50
470376551,MIDLAND UNIVERSITY,68025-4254,68025,B42
264509303,MIDLANDS MIDDLE COLLEGE,29170-2176,29170,B42
811314889,MIDNORTH THEOLOGICAL SEMINARY,,60625,B50
610444708,MIDWAY COLLEGE INC,40347-1112,40347,B42
204730796,MIDWEST BISEXUAL LESBIAN GAYTRANSGENDER ALLY COLLEGE CONFERENCE,48824-0000,48824,B42
366110422,MIDWEST UNIVERSITIES CONSORTIUM FOR INTERNATIONAL ACTIVITIES INC,48823-6808,48823,B43
431658069,MIDWEST UNIVERSITY,63385-2905,63385,B43
371542036,MIDWESTERN COLLEGE,67207-3111,67207,B42
363377698,MIDWESTERN UNIVERSITY,60515-1235,60515,B50
471448326,MIJU HAPDONG UNIVERSITY & THEOLOGICAL SEMINARY,90621-2045,90621,B50
630400608,MILES COLLEGE,35064-2621,35064,B42
630829631,MILES LAW SCHOOL INC,35208-0057,35208,B50
264652878,MILLENNIUM UNIVERSITY OF SOUTHERN CALIFORNIA,90505-5300,90505,B43
620535755,MILLIGAN COLLEGE,37682-0750,37682,B42
370706154,MILLIKIN UNIVERSITY,62522-2084,62522,B43
941156566,MILLS COLLEGE,94613-1301,94613,B43
810503380,MILLS GRAE UNIVERSITY,59401-2426,59401,B40
640303084,MILLSAPS COLLEGE,39210-0002,39210,B43
391201561,MILWAUKEE INSTITUTE OF ART AND DESIGN INC,53202-6003,53202,B42
391643640,MILWAUKEE KOLLEL INC,53216-2941,53216,B50
390477970,MILWAUKEE SCHOOL OF ENGINEERING,53202-3109,53202,B50
383888609,MING CHUAN UNIVERSITY,48710-0001,48710,B43
646000731,MINISTERIAL INSTITUTE & COLLEGE,39773-0796,39773,B42
043848434,MINISTERIO GUERRERO DE JESUCRISTO INTERNACIONAL INC,27604-3490,27604,B50
582015583,MINISTRY FOR THEOLOGICAL EDUCATION,38124-1803,38124,B50
411607453,MINNEAPOLIS COLLEGE OF ART & DESIGN,55404-4347,55404,B50
416059072,MINNEAPOLIS SCHOOL OF ANESTHESIA,55126-8096,55126,B50
770443241,MINNESOTA GRADUATE SCHOOL OF THEOLOGY KOREAN EXTENTION PROGRAM,94024-6135,94024,B50
240795406,MISERICORDIA UNIVERSITY,18612-1090,18612,B43
454808258,MISSION COLLEGE CENTER FOR INNOVATION AND TECHNOLOGY,95054-1804,95054,B42
471891238,MISSIONAL TRAINING CENTRE,85383-1359,85383,B50
710448822,MISSIONARY BAPTIST SEMINARY & INSTITUTE,72204-8562,72204,B50
640566269,MISSISSIPPI BAPTIST SEMINARY,39046-0764,39046,B50
640303086,MISSISSIPPI COLLEGE,39056-4026,39056,B43
640923875,MISSISSIPPI STATE UNIVERSITY RESEARCH AND TECHNOLOGY CORP,39762-6171,39762,B43
430817015,MISSOURI BAPTIST UNIVERSITY,63141-8660,63141,B43
810748616,MISSOURI COMMUNITY COLLEGE ATHLETIC CONFERENCE,63084-4344,63084,B41
440545286,MISSOURI VALLEY COLLEGE,65340-3109,65340,B42
060662150,MITCHELL COLLEGE,06320-4452,6320,B42
410518750,MITCHELL HAMLINE SCHOOL OF LAW,55105-3076,55105,B50
431418122,MOBERLY AREA COMM COLLEGE FACILITY DEVELOPMENT AUTH INC,65270-1304,65270,B41
111797182,MOLLOY COLLEGE,11571-5002,11570,B43
020507708,MONADNOCK SCHOOL OF NATURAL COOKING & PHILOSOPHY,03458-2049,3458,B41
370661228,MONMOUTH COLLEGE,61462-1963,61462,B42
210634584,MONMOUTH UNIVERSITY,07764-1898,7764,B43
472842256,MONTANA COLLEGE ACCESS NETWORK,59701-8932,59701,B42
455507328,MONTANA STATE UNIVERSITY INNOVATION CAMPUS,59717-2755,59717,B43
942202421,MONTEREY COLLEGE OF LAW,93955-7302,93955,B50
273321328,MONTICELLO COLLEGE INC,84535-1174,84535,B42
560543261,MONTREAT COLLEGE,28757-0000,28757,B43
521859814,MONTSERRAT COLLEGE OF ART INC,01915-4508,1915,B42
362167792,MOODY BIBLE INSTITUTE OF CHICAGO,60610-3214,60610,B43
231352236,MOORE COLLEGE OF ART AND DESIGN,19103-0000,19103,B42
240795460,MORAVIAN COLLEGE,18018-6614,18018,B43
260466209,MORAVIAN COLLEGE HOUSING INC,18018-6614,18018,B42
580566205,MOREHOUSE COLLEGE,30314-3773,30314,B42
205649582,MORIAH INTERNATIONAL NFP,07748-0245,7748,B50
420680400,MORNINGSIDE COLLEGE,51106-1717,51106,B43
580607083,MORRIS BROWN COLLEGE,30314-4140,30314,B42
576000734,MORRIS COLLEGE,29150-3502,29150,B42
362919340,MORRISON INSTITUTE OF TECHNOLOGY,61270-2959,61270,B41
900206206,MORTAR BOARD INC LYON COLLEGE ORDER OF THE TARTAR CH,72503-2317,72503,B42
270725461,MORTHLAND INSTITUTION OF HIGHER LEARNING,62896-0429,62896,B42
721243271,MOTHER DIVINE PROGRAM CREATING COHERENCE,12758-1140,12758,B43
980033473,MOUNT ALLISON UNIVERSITY,00000-0000,0,B43
251114320,MOUNT ALOYSIUS COLLEGE,16630-1902,16630,B43
311308555,MOUNT CARMEL COLLEGE OF NURSING,43213-1574,43213,B43
042104736,MOUNT IDA COLLEGE,02459-3323,2459,B41
460283336,MOUNT MARTY COLLEGE,57078-3725,57078,B43
390806154,MOUNT MARY UNIVERSITY INC,53222-4545,53222,B43
420681046,MOUNT MERCY UNIVERSITY,52402-4763,52402,B42
560623936,MOUNT OLIVE COLLEGE INCORPORATED,28365-1263,28365,B42
141468399,MOUNT SAINT MARY COLLEGE,12550-3412,12550,B43
520591672,MOUNT SAINT MARYS UNIVERSITY,21727-7700,21727,B43
951641455,MOUNT SAINT MARYS UNIVERSITY,90049-1526,90049,B43
310725957,MOUNT VERNON NAZARENE UNIVERSITY,43050-9509,43050,B43
550370128,MOUNTAIN STATE UNIVERSITY INC,25801-4511,25801,B43
956082875,MT SAN ANTONIO COLLEGE FACULTY ASSOCIATION INC,91789-5044,91789,B41
231352664,MUHLENBERG COLLEGE,18104-5564,18104,B42
943116985,MUKOGAWA FORT WRIGHT INSTITUTE,99224-5206,99224,B41
930398802,MULTNOMAH UNIVERSITY,97220-5814,97220,B50
314379515,MUSKINGUM UNIVERSITY,43762-1102,43762,B41
463718852,NAFHAM FOUNDATION,89169-5972,89169,B40
841029228,NAROPA UNIVERSITY,80302-6602,80302,B43
620550981,NASHVILLE SCHOOL OF LAW,37204-4577,37204,B50
521535819,NATIONAL ASSOC OF ENROLLED AGENTS EDUCATIONAL FOUNDATION INC,20036-3118,20036,B50
870643000,NATIONAL ASSOCIATION OF SCHOLARS UTAH ASSOCIATION OF SCHOLARS,84604-0000,84602,B40
461192687,NATIONAL COLLEGE ADVISING CORPS INC,27517-7513,27517,B42
850387957,NATIONAL COLLEGE OF MIDWIFERY INC,87571-7147,87571,B50
930461940,NATIONAL COLLEGE OF NATURAL MEDICINE,97201-4848,97201,B43
861120719,NATIONAL COLLEGE RESOURCES FOUNDATION,91765-1023,91765,B42
592506611,NATIONAL CRIMINAL DEFENSE COLLEGE INC,31201-1629,31201,B42
311750837,NATIONAL ENVIRONMENTAL TECHNOLOGY INCUBATOR,45384-5800,45384,B43
043250289,NATIONAL GRADUATE SCHOOL OF QUALITY MANAGEMENT INC,02574-0488,2574,B50
942427596,NATIONAL JUDICIAL COLLEGE,89557-0001,89557,B50
362167804,NATIONAL LOUIS UNIVERSITY,60090-7201,60090,B43
383589120,NATIONAL MANAGEMENT ASSOCIATION,49017-3306,49017,B42
510608641,NATIONAL THEOLOGICAL COLLEGE AND GRADUATE SCHOOL,27292-3907,27292,B50
237172306,NATIONAL UNIVERSITY,92037-1013,92037,B43
352358696,NATIONAL UNIVERSITY ACADEMY,92037-1013,92037,B43
453997908,NATIONAL UNIVERSITY INTERNATIONAL INC,92037-1013,92037,B43
361521940,NATIONAL UNIVERSITY OF HEALTH SCIENCES,60148-4539,60148,B42
731518799,NATIONS UNIVERSITY,70130-6101,70130,B43
237376855,NATIVE AMERICAN EDUCATIONAL SERVICES,60659-4803,60659,B42
850303705,NAVAJO TECHNICAL COLLEGE,87313-0849,87313,B41
262634487,NAZARENE STUDENT MINISTRY FOR THE UNIVERSITY OF NEBRASKA INC,68508-1162,68508,B43
440552055,NAZARENE THEOLOGICAL SEMINARY,64131-1246,64131,B50
160743088,NAZARETH COLLEGE OF ROCHESTER,14618-3703,14618,B43
470489031,NEBRASKA CHRISTIAN COLLEGE,68046-4256,68046,B42
363447685,NEBRASKA CHRISTIAN COLLEGE FOUNDATION,68046-4256,68046,B50
470724387,NEBRASKA METHODIST COLLEGE OF NURSING AND ALLIED HEALTH,68118-9300,68118,B43
470376524,NEBRASKA WESLEYAN UNIVERSITY,68504-2794,68504,B43
454422921,NEEDS BASED LEARNING,85007-1744,85007,B40
203894236,NEIL D LEVIN GRADUATE INSTITUTEFOUNDATION INCORPORATED,10022-0000,10022,B50
203048545,NELSON MANDELLA INSTITUTION FOR KNOWLEDGE BUILDING & ADVANCEMENT,20005-4033,20005,B43
452750272,NETWORK FOR THEOLOGICAL EDUCATION,23666-0000,23666,B50
753140593,NETWORK TECHNOLOGY ACADEMY INSTITUTE INC,02144-2749,2144,B40
231657958,NEUMANN UNIVERSITY,19014-1298,19014,B43
112587430,NEUROLOGY ASSOCIATES OF STONY BROOK UNIVERSITY FACULTY PRACTICE CORP,11790-0988,11790,B43
880190091,NEVADA FAMILY PRACTICE RESIDENCY,89104-6682,89104,B50
205842237,NEW AMERICA COLLEGE,80224-0000,80224,B42
300106148,NEW CALIFORNIA CONSERVATORY ASSOCIATION,90621-3329,90621,B40
201867403,NEW CANAAN INTERNATIONAL COLLEGE,98660-2218,98660,B42
942401323,NEW COLLEGE FOR ADVANCED CHRISTIAN STUDIES,94704-1564,94704,B42
263586792,NEW COLLEGE FRANKLIN INC,37065-1575,37065,B42
650473019,NEW COVENANT INTERNATIONAL INCOPORATED,33470-9237,33470,B50
010388637,NEW ENGLAND BAPTIST BIBLE COLLEGE,04401-6708,4106,B42
020223955,NEW ENGLAND COLLEGE,03242-3292,3242,B43
041591060,NEW ENGLAND COLLEGE OF OPTOMETRY,02115-1129,2115,B42
237225104,NEW ENGLAND CONSERVATORY OF MUSIC,02115-5018,2115,B43
050503301,NEW ENGLAND GRADUATE ACCOUNTING STUDY CONFERENCE INC,02852-0000,2852,B50
050312747,NEW ENGLAND INSTITUTE OF TECHNOLOGY,02818-1258,2818,B42
042152671,NEW ENGLAND LAW BOSTON,02116-5616,2116,B50
042720310,NEW ENGLAND SCHOOL OF ACUPUNCTURE INC,02458-1005,2458,B50
043349703,NEW ENGLAND SCHOOL OF COMMUNICATIONS,,4401,B42
050459858,NEW ENGLAND TECHNICAL COLLEGE,02818-1258,2818,B41
473783992,NEW GATE COLLEGE,91505-1504,91505,B40
841449678,NEW GENEVA INC,80909-4316,80909,B50
936002614,NEW HOPE CHRISTIAN COLLEGE,97405-1159,97405,B42
452475221,NEW JERSEY CAMPUS COMPACT,07305-0000,7305,B42
900399772,NEW LIFE BAPTIST SEMINARY,75058-0000,75058,B50
562574128,NEW MEXICO COLLEGE ACCESS NETWORK,87120-0000,87120,B42
201415351,NEW MEXICO TECH UNIVERSITY RESEARCH PARK CORPORATION,87801-4681,87801,B43
462929994,NEW PRESBYTERIAN SEMINARY SOUTHERN CALIFORNIA,91011-3401,91011,B50
383906568,NEW SAINT ANDREWS COLLEGE INC,83843-2915,83843,B42
133643485,NEW YORK ACADEMY OF ART,10013-2911,10013,B50
131916574,NEW YORK CHIROPRACTIC COLLEGE,13148-0800,13148,B50
113150888,NEW YORK CHONGSHIN COLLEGE AND THEOLOGICAL SEMINARY,11358-2003,11358,B50
112705352,NEW YORK COLLEGE OF HEALTH PROFESSIONS,11791-4458,11791,B43
131632522,NEW YORK COLLEGE OF PODIATRIC MEDICINE,10035-1815,10035,B50
113358541,NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,11501-4235,11501,B50
202280759,NEW YORK GRADUATE SCHOOL OF PSYCHOANALYSIS,02446-4602,2446,B50
111788788,NEW YORK INSTITUTE OF TECHNOLOGY,11568-0000,11568,B43
135645885,NEW YORK LAW SCHOOL,10013-2926,10013,B50
131099420,NEW YORK MEDICAL COLLEGE,10595-0000,10595,B50
131662715,NEW YORK SCHOOL OF INTERIOR DESIGN,10021-5167,10021,B43
460872490,NEW YORK SEMINARY INC,11218-5611,11230,B50
113135077,NEW YORK THEOLOGICAL EDUCATION CENTER,11357-3462,11357,B50
131628150,NEW YORK THEOLOGICAL SEMINARY,10115-0083,10115,B50
135562308,NEW YORK UNIVERSITY,10003-2170,10003,B43
223510094,NEWARK SCHOOL OF THEOLOGY CORPORATION,07101-0831,7101,B50
570314404,NEWBERRY COLLEGE,29108-2126,29108,B42
042452884,NEWBURY COLLEGE INC,02445-0000,2445,B42
480556716,NEWMAN UNIVERSITY INC,67213-2008,67213,B43
900863622,NEXT DIMENSION BIBLICAL STUDIES INTERNATIONAL INC,91730-5478,91730,B43
160755807,NIAGARA UNIVERSITY,14109-9809,14109,B43
042104778,NICHOLS COLLEGE,01571-6315,1571,B43
823471179,NORTH AMERICA BIBLE INSTITUTE,95014-4150,95014,B40
811386082,NORTH AMERICA THEOLOGICAL SEMINARY,75241-5334,75241,B50
561853982,NORTH CAROLINA INSTITUTE OF TECHNOLOGY INC,28743-7270,28743,B43
383792461,NORTH CAROLINA STATE UNIVERSITY BIT O LUCK,,27577,B43
272785972,NORTH CAROLINA STATE UNIVERSITY HUCKLEBERRY SWAMP,27823-0000,27823,B43
261950023,NORTH CAROLINA STATE UNIVERSITY JOHN DEERE KIDS,27822-9322,27822,B43
560686603,NORTH CAROLINA WESLEYAN COLLEGE,27804-8699,27804,B42
362169157,NORTH CENTRAL COLLEGE,60540-4607,60540,B43
410706151,NORTH CENTRAL UNIVERSITY,55404-1322,55404,B42
570314406,NORTH GREENVILLE UNIVERSITY,29688-1892,29688,B42
361557840,NORTH PARK UNIVERSITY,60625-4823,60625,B50
930821228,NORTH PORTLAND BIBLE COLLEGE,97211-0437,97211,B42
208536020,NORTH SIDE HIGH LEGACY FOUNDATION,76012-2055,76164,B50
237133739,NORTH TEXAS HIGHER EDUCATION AUTHORITY INC,76016-4477,76016,B40
471080353,NORTHBRIDGE COLLEGE SUCCESS PROGRAM,85254-5261,85254,B42
900171867,NORTHCENTRAL UNIVERSITY,92037-1013,92037,B40
161554414,NORTHEASTERN SEMINARY,14624-1932,14624,B50
041679980,NORTHEASTERN UNIVERSITY,02115-5005,2115,B43
942432887,NORTHERN CALIF COUNCIL OF BLACK PROFESSIONAL ENGINEERS NCCBPE,94604-1686,94604,B50
300374362,NORTHERN CALIFORNIA BIBLE COLLEGE,94588-8314,94588,B40
463683170,NORTHERN CALIFORNIA COMMUNITY COLLEGE TRACK AND CROSS COUNTRY CO,94402-3757,94402,B41
680298406,NORTHERN CALIFORNIA UNVERSITY AT MARIN,94952-6529,94928,B43
201787893,NORTHERN KENTUCKY UNIVERSITY RESEARCH FOUNDATION INC,41099-0001,41099,B43
382375441,NORTHERN MICHIGAN UNIV ART & DESIGN DEPT PURCH COOP NORT MICH UNIV,49855-2818,49855,B50
311589809,NORTHERN VIRGINIA COMMUNITY COLLEGE REAL ESTATE FOUNDATION INC,22003-3724,22003,B41
390806428,NORTHLAND COLLEGE,54806-3925,54806,B42
390977529,NORTHLAND MISSION INC,54119-9285,54119,B43
056015988,NORTHPOINT BIBLE COLLEGE,01835-7332,1835,B42
954749034,NORTHRISE UNIVERSITY INITIATIVE,92623-8823,92623,B43
363831687,NORTHSIDE CHICAGO THEOLOGICAL INSTITUTE,60060-1967,60060,B50
237395606,NORTHWEST BAPTIST SEMINARY,97317-9392,97317,B50
264018128,NORTHWEST CLINICAL PASTORAL EDUCATION INSTITUTE,72766-6372,72766,B50
141889101,NORTHWEST COMMISSION ON COLLEGES AND UNIVERSITIES,98052-3981,98052,B43
820200907,NORTHWEST NAZARENE UNIVERSITY INC,83686-5800,83686,B43
931297993,NORTHWEST THEOLOGICAL INSTITUTE INC,98662-5008,98662,B50
912077650,NORTHWEST THEOLOGICAL SEMINARY,98037-7431,98037,B50
813478904,NORTHWEST TN RURAL CONVENTION GROUP,38238-0001,38238,B43
522118082,NORTHWESTERN BIBLE COLLEGE AND SEMINARY INC,21207-7548,21207,B50
420698196,NORTHWESTERN COLLEGE,51041-1923,51041,B42
410684657,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,55431-1602,55431,B50
942933165,NORTHWESTERN POLYTECHNIC UNIVERSITY,94539-7474,94539,B43
362167817,NORTHWESTERN UNIVERSITY,60208-0802,60208,B43
381624684,NORTHWOOD UNIVERSITY,48640-6634,48640,B42
030179424,NORWICH UNIVERSITY,05663-1000,5663,B43
340714689,NOTRE DAME COLLEGE,44121-4228,44121,B43
941156646,NOTRE DAME DE NAMUR UNIVERSITY,94002-1908,94002,B43
520591641,NOTRE DAME OF MARYLAND UNIVERSITY,21210-2404,21210,B43
591083502,NOVA SOUTHEASTERN UNIVERSITY INC,33314-7721,33314,B43
843771381,NTC PROPERTY FOUNDATION INC,54401-1880,54401,B40
320205625,NUTRAMETRIX EDUCATIONAL INSTITUTE,27409-9415,27409,B50
131740285,NYACK COLLEGE,10960-3698,10960,B43
272502614,O MIAMI INC,33150-2106,33150,B43
240795439,O S JOHNSON SCHOOL OF TECHNOLOGY,18508-1438,18508,B41
770389430,OAK BROOK COLLEGE OF LAW AND GOVERNMENT POLICY,93720-2410,93720,B50
410795255,OAK HILLS FELLOWSHIP INC,56601-8826,56601,B50
204611212,OAK VALLEY COLLEGE,92377-8119,92377,B42
350869063,OAKLAND CITY UNIVERSITY,47660-1038,47660,B42
630366652,OAKWOOD UNIVERSITY INC,35896-0001,35896,B42
340714363,OBERLIN COLLEGE,44074-0000,44074,B43
741357323,OBLATE SCHOOL OF THEOLOGY,78216-6631,78216,B43
383782171,OCA CORP,22842-2601,22842,B42
951667177,OCCIDENTAL COLLEGE,90041-3314,90041,B43
237135915,OGLALA LAKOTA COLLEGE,57752-0490,57752,B41
580568698,OGLETHORPE UNIVERSITY INC,30319-2737,30319,B43
270640940,OHIO CENTRAL BIBLE COLLEGE,43338-1265,43338,B42
310971599,OHIO CHRISTIAN UNIVERSITY,43113-9487,43113,B42
237385525,OHIO COLLEGE OF MASSOTHERAPY,44321-1363,44321,B41
314379560,OHIO DOMINICAN UNIVERSITY,43219-2086,43219,B43
010860512,OHIO INTERNATIONAL COLLEGE,43235-3441,43235,B42
344429091,OHIO NORTHERN UNIVERSITY,45810-6000,45810,B43
550419865,OHIO VALLEY UNIVERSITY INC,26105-8000,26105,B42
314379585,OHIO WESLEYAN UNIVERSITY,43015-2333,43015,B42
710959302,OIKOS UNIVERSITY,94621-2033,94621,B43
473385918,OKAYAMA UNIVERSITY SILICON VALLEY OFFICE,94536-3826,94536,B43
730579264,OKLAHOMA BAPTIST UNIVERSITY,74804-2522,74804,B43
730555460,OKLAHOMA CHRISTIAN UNIVERSITY INC,73013-5525,73013,B43
730579265,OKLAHOMA CITY UNIVERSITY,73106-1402,73106,B43
452842497,OKLAHOMA COLLEGE BOWL INC,73099-1900,73099,B42
736085616,OKLAHOMA WESLEYAN UNIVERSITY,74006-6233,74006,B42
541744996,OLD DOMINION UNIVERSITY REAL ESTATE FOUNDATION,23508-2548,23508,B43
900767509,OLEANA FOUNDATION INC,02127-3037,2127,B40
381459365,OLIVET COLLEGE,49076-9406,49076,B42
362191252,OLIVET NAZARENE UNIVERSITY,60914-2345,60914,B43
200909475,OLIVET UNIVERSITY,92539-9832,92539,B43
721298218,OMEGA BIBLE INSTITUTE & SEMINARY INC,71281-0070,71281,B50
621149976,OMEGA GRADUATE SCHOOL INC,37321-6736,37321,B50
362887286,OMNIA INSTITUTE FOR CONTEXTUAL LEADERSHIP,60601-7932,60601,B43
620814498,OMORE COLLEGE OF DESIGN,37064-2816,37064,B42
411414832,ON-LINE AUDIOVISUAL CATOLOGERS INC,22030-0000,22030,B43
770593889,ONE BRICK,94108-4502,94108,B50
980426561,OPEN UNIVERSITY,00000-0000,0,B43
800454615,OPTIONS FOR COLLEGE SUCCESS,60201-4301,60201,B42
730739626,ORAL ROBERTS UNIVERSITY,74171-0003,74171,B43
208195686,ORAL ROBERTS UNIVERSITY EACADEMYINC,74171-0001,74171,B43
273837119,OREGON COLLEGE ACCESS NETWORK,97294-3534,97294,B42
930391547,OREGON COLLEGE OF ART AND CRAFT,97034-3932,97034,B42
930845182,OREGON COLLEGE OF ORIENTAL MEDICINE,97209-4018,97209,B50
460483322,ORGANIZATION SYSTEMS RENEWAL,98136-2243,98136,B50
800406815,ORLANDO UNIVERSITY INC,32825-5090,32825,B43
946112260,OSAKA BIBLE SEMINARY,95136-2646,95136,B50
861160864,OSU - UNIVERSITY MULTISPECTRAL LABORATORIES L L C,74601-6107,74601,B43
132981115,OTIS COLLEGE OF ART AND DESIGN,90045-3505,90045,B43
480543772,OTTAWA UNIVERSITY,66067-3341,66067,B43
314379532,OTTERBEIN UNIVERSITY,43081-2004,43081,B43
710239383,OUACHITA BAPTIST UNIVERSITY,71998-0001,71998,B42
720642832,OUR LADY OF HOLY CROSS COLLEGE,70131-7337,70131,B43
741109631,OUR LADY OF THE LAKE UNIVERSITY OF SAN ANTONIO,78207-4617,78207,B43
823228207,OUTER COAST,99835-6573,99835,B40
204253386,OXFORD COLLEGE CORNER CLINIC,45056-0390,45056,B42
135562314,PACE UNIVERSITY,10038-1598,10595,B43
680257775,PACIFIC ACADEMY OF HOMEOPATHY,94102-3011,94102,B50
931071753,PACIFIC BIBLE COLLEGE,97501-2698,97501,B50
956002328,PACIFIC COAST UNIVERSITY SCHOOL OF LAW,90804-2165,90804,B43
